$ID,$ID_NAME,Armor,Description,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_CON,Stat_DEX,Stat_INT,Stat_SPR,Stat_STR,Type
10023,Aos_Soldier,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 1082, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1311, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 1511, ""Population"": 0, ""TimeRespawn"": 60.0}]",용병,,2,0,2,2,2,2,2,0
10028,Aos_Hero_Arc,5,몬스터,6,icon_item_nothing,1,,,용병 장교,,2,0,2,2,2,2,2,0
10029,Aos_Hero_War,5,몬스터,6,icon_item_nothing,1,,,용병 대장,,2,0,2,2,2,2,2,0
10030,War_Shield,5,몬스터,6,icon_item_nothing,1,,,방패 용병,,2,0,2,2,2,2,2,0
10031,Aos_Soldier_Cart,5,몬스터,6,icon_item_nothing,1,,,용병,,2,0,2,2,2,2,2,0
10032,Silvertransporter_m,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 1021, ""Population"": 7, ""TimeRespawn"": 60.0}, {""Map"": 1032, ""Population"": 3, ""TimeRespawn"": 60.0}, {""Map"": 1231, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1711, ""Population"": 4, ""TimeRespawn"": 60.0}]",전투병,,2,0,2,2,2,2,2,0
10033,Silvertransporter_m_Quest,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 981, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1032, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1081, ""Population"": 6, ""TimeRespawn"": 60.0}, {""Map"": 1251, ""Population"": 4, ""TimeRespawn"": 60.0}, {""Map"": 1641, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1651, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1661, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1681, ""Population"": 22, ""TimeRespawn"": 60.0}, {""Map"": 3260, ""Population"": 1, ""TimeRespawn"": 60.0}]",전투병,,2,0,2,2,2,2,2,0
10034,Silvertransporter_m_DESERTER,5,몬스터,6,icon_item_nothing,1,,,탈영병,,2,0,2,2,2,2,2,0
10035,Silvertransporter_m_Quest_2,5,몬스터,6,icon_item_nothing,1,,,광증걸린 전투병,,2,0,2,2,2,2,2,0
10036,Tied_soldier,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 1082, ""Population"": 10, ""TimeRespawn"": 60.0}]",묶인 전투원,,2,0,2,2,2,2,2,0
10037,Silvertransporter_m_Quest_3,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 1151, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1180, ""Population"": 1, ""TimeRespawn"": 60.0}]",전투병,,2,0,2,2,2,2,2,0
10040,PhantomKnight,5,몬스터,6,icon_item_nothing,1,,,유령 갑옷,,2,0,2,2,2,2,2,0
10041,PhantomKnight_S,5,몬스터,6,icon_item_nothing,1,,,유령 갑옷,,2,0,2,2,2,2,2,0
10042,PhantomKnight_Elite,5,몬스터,6,icon_item_nothing,1,,,대형 유령 갑옷,,2,0,2,2,2,2,2,0
10043,Stone01,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 1041, ""Population"": 9, ""TimeRespawn"": 60.0}, {""Map"": 1271, ""Population"": 31, ""TimeRespawn"": 60.0}, {""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}, {""Map"": 1741, ""Population"": 3, ""TimeRespawn"": 60.0}, {""Map"": 2541, ""Population"": 7, ""TimeRespawn"": 60.0}, {""Map"": 2581, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 3540, ""Population"": 10, ""TimeRespawn"": 30.0}, {""Map"": 3580, ""Population"": 4, ""TimeRespawn"": 15.0}]",돌,,2,0,2,2,2,2,2,0
10044,Stone02,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}]",돌,,2,0,2,2,2,2,2,0
10045,Stone03,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 1261, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 1441, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}, {""Map"": 3270, ""Population"": 1, ""TimeRespawn"": 0.001}, {""Map"": 3420, ""Population"": 1, ""TimeRespawn"": 60.0}]",돌,,2,0,2,2,2,2,2,0
10046,Silvertransporter_m_dir,5,몬스터,6,icon_item_nothing,1,,,전투병,,2,0,2,2,2,2,2,0
10094,MeteorStrike,5,몬스터,6,icon_item_nothing,1,,,MeteorStrike,,2,0,2,2,2,2,2,0
10096,Blizzard,5,몬스터,6,icon_item_nothing,1,,,Blizzard,,2,0,2,2,2,2,2,0
10097,LivingFlame,5,몬스터,6,icon_item_nothing,1,,,LivingFlame,,2,0,2,2,2,2,2,0
10099,HiddenFlameSeed,5,몬스터,6,icon_item_nothing,1,,,HiddenFlameSeed,,2,0,2,2,2,2,2,0
10120,GhostGirl,5,몬스터,6,icon_item_nothing,1,,,신도 유령,,2,0,2,2,2,2,2,0
10121,GhostGirl_Add,5,몬스터,6,icon_item_nothing,1,,,신도 유령,,2,0,2,2,2,2,2,0
10130,GhostBoy,5,몬스터,6,icon_item_nothing,1,,,유령 소년,,2,0,2,2,2,2,2,0
10131,GhostBoy_S,5,몬스터,6,icon_item_nothing,1,,,신도 유령,,2,0,2,2,2,2,2,0
10140,GhostOldWoman,5,몬스터,6,icon_item_nothing,1,,,유령 아줌마,,2,0,2,2,2,2,2,0
10150,Ghostman,5,몬스터,6,icon_item_nothing,1,,,유령 아저씨,,2,0,2,2,2,2,2,0
10151,Ghostman_L,5,몬스터,6,icon_item_nothing,1,,,신도 유령,,2,0,2,2,2,2,2,0
10152,Ghostman_Big,5,몬스터,6,icon_item_nothing,1,,,신도 유령 수장,,2,0,2,2,2,2,2,0
10153,Ghostman_Copy,5,몬스터,6,icon_item_nothing,1,,,신도 유령(분신),,2,0,2,2,2,2,2,0
10160,Kiyak,5,몬스터,6,icon_item_nothing,1,,,뿔 세눈박이,,2,0,2,2,2,2,2,0
10170,Kyokyo,5,몬스터,6,icon_item_nothing,1,,,날개 세눈박이,,2,0,2,2,2,2,2,0
10210,Believeroldman,5,몬스터,6,icon_item_nothing,1,,,신도,,2,0,2,2,2,2,2,0
10230,zombiehoplite,5,몬스터,6,icon_item_nothing,1,,,좀비 중보병,,2,0,2,2,2,2,2,0
10250,Monsterbook,5,몬스터,6,icon_item_nothing,1,,,매직북,,2,0,2,2,2,2,2,0
10260,Pumpkin,5,몬스터,6,icon_item_nothing,1,,,덜 익은 호박,,2,0,2,2,2,2,2,0
10261,Pumpkin2,5,몬스터,6,icon_item_nothing,1,,,잘 죽는 양파,,2,0,2,2,2,2,2,0
10262,Pumpkin3,5,몬스터,6,icon_item_nothing,1,,,피통 큰 양파,,2,0,2,2,2,2,2,0
10263,Pumpkin_MagicTarget,5,몬스터,6,icon_item_nothing,1,,,호박 타겟,,2,0,2,2,2,2,2,0
10280,Palisade,5,몬스터,6,icon_item_nothing,1,,,방책,,2,0,2,2,2,2,2,0
10281,TR_Defense_Symbol,5,몬스터,6,icon_item_nothing,1,,,디펜스 수호물,,2,0,2,2,2,2,2,0
11019,shader_test,5,몬스터,6,icon_item_nothing,1,,,쉐이더테스트,,2,0,2,2,2,2,2,0
11020,Goblin_Elite,5,몬스터,6,icon_item_nothing,1,,,바바우지스,,2,0,2,2,2,2,2,0
11050,Zombie_Bolt,5,몬스터,6,icon_item_nothing,1,,,나사 좀비,,2,0,2,2,2,2,2,0
11060,Zombie_Berserker,5,몬스터,6,icon_item_nothing,1,,,좀비 광전사,,2,0,2,2,2,2,2,0
11061,Zombie_Berserker_Quest,5,몬스터,6,icon_item_nothing,1,,,좀비 광전사,,2,0,2,2,2,2,2,0
11070,Zombie_Bomber,5,몬스터,6,icon_item_nothing,1,,,양초 좀비,,2,0,2,2,2,2,2,0
11080,Zombie_archer,5,pc 소환 몬스터로 모험일지 설명에서 제외됨,6,icon_item_nothing,1,,,좀비 궁수,,2,0,2,2,2,2,2,0
11085,Zombie_Overwatcher,3,몬스터,0,icon_item_nothing,1,,,휠체어 좀비,4,2,1,3,1,1,2,2,0
11090,HighBube_Archer,3,부베궁수는 투사무기에 특화된 모습을 보입니다. 혹자는 이런 점을 들어 부베의 직군이 명확히 짜져있다고 주장합니다.,4,mon_highbube_archer,113,,"[{""Map"": 1141, ""Population"": 30, ""TimeRespawn"": 0.0}]",하이 부베 궁수,0,5,1,47,70,23,23,70,0
11091,HighBube_Archer_test,1,부베궁수는 투사무기에 특화된 모습을 보입니다. 혹자는 이런 점을 들어 부베의 직군이 명확히 짜져있다고 주장합니다.,7,icon_item_nothing,1,,,하이 부베 궁수,0,2,0,2,3,1,1,3,0
11092,HighBube_Archer_ghost,1,부베궁수는 투사무기에 특화된 모습을 보입니다. 혹자는 이런 점을 들어 부베의 직군이 명확히 짜져있다고 주장합니다.,7,icon_item_nothing,1,,,유령 부베 궁수,0,2,0,2,3,1,1,3,0
11110,New_desmodus,3,일설에는 마족들이 전령으로 이용한다고도 합니다.,0,mon_new_desmodus,41,,"[{""Map"": 2085, ""Population"": 35, ""TimeRespawn"": 0.0}, {""Map"": 1143, ""Population"": 40, ""TimeRespawn"": 15.0}]",데스모두스,1,5,0,13,9,32,27,9,0
11119,Treasure_Goblin,3,이들은 분명 부베이긴 하지만 본레 종족과는 무관한 삶을 삽니다.,6,mon_goblin_spear_yellow,164,,"[{""Map"": 3480, ""Population"": 0, ""TimeRespawn"": 0.0}]",트레저 부베,0,2,0,67,101,33,33,101,0
11120,Goblin_Spear,3,인간들에게 가장 자주 목격되는 부베입니다.,1,mon_goblin_spear,13,,"[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1041, ""Population"": 23, ""TimeRespawn"": 0.0}]",부베 약탈자,0,5,1,7,10,3,3,10,0
11123,Goblin_Spear_red,3,인간들에게 가장 자주 목격되는 부베입니다.,2,mon_goblin_spear_red,150,,,붉은 부베 약탈자,0,5,1,62,93,31,31,93,0
11124,Goblin_Spear_blue,3,인간들에게 가장 자주 목격되는 부베입니다.,4,mon_goblin_spear_blue,23,,,푸른 부베 약탈자,0,5,1,11,16,5,5,16,0
11125,Goblin_Miners,3,"채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다.",1,mon_goblin_miners,16,,"[{""Map"": 1051, ""Population"": 44, ""TimeRespawn"": 0.0}]",부베 광부,0,5,1,8,12,4,4,12,0
11126,Goblin_Miners_Red,3,"채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다. 일설에 의하면 대형 부베 광부는 죄를 지어서 노동으로 벌을 받고 있다는 말도 있습니다. 또한 신수의 날로 변이된 풀을 섭취하면 붉은 색으로 변한다고 합니다.",2,mon_goblin_miners_red,1,,,붉은 부베 광부,0,2,1,2,3,1,1,3,0
11127,Goblin_Miners_Blue,3,"채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다.",4,mon_goblin_miners_blue,20,,,푸른 부베 광부,0,5,1,10,15,5,5,15,0
11128,Goblin_Miners_Big,3,"채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다. 일설에 의하면 대형 부베 광부는 죄를 지어서 노동으로 벌을 받고 있다는 말도 있습니다.",6,mon_goblin_miners,1,,,대형 부베 광부,0,2,0,2,3,1,1,3,0
11160,Goblin_Archer,3,부베궁수는 투사무기에 특화된 모습을 보입니다. 혹자는 이런 점을 들어 부베의 직군이 명확히 짜져있다고 주장합니다.,1,mon_goblin_archer,21,,"[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1061, ""Population"": 25, ""TimeRespawn"": 0.0}]",부베 궁수,0,5,1,10,15,5,5,15,0
11162,Goblin_Archer_red,3,부베궁수는 투사무기에 특화된 모습을 보입니다. 혹자는 이런 점을 들어 부베의 직군이 명확히 짜져있다고 주장합니다.,2,mon_goblin_archer_red,150,,,붉은 부베 궁수,0,5,1,62,93,31,31,93,0
11260,EyesOfRagas,5,몬스터,6,icon_item_nothing,1,,,눈팅이,,2,0,2,2,2,2,2,0
11270,EyesOfSiknos,5,몬스터,6,icon_item_nothing,1,,,눈까리,,2,0,2,2,2,2,2,0
11280,Prison_Guard,5,몬스터,6,icon_item_nothing,1,,,감옥 간수,,2,0,2,2,2,2,2,0
11281,mon_paladin_follower1_1,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 2083, ""Population"": 1, ""TimeRespawn"": 60.0}]",팔라딘 추종자A1,,2,1,2,2,2,2,2,0
11284,mon_intermediate_officer_men2,5,몬스터,6,icon_item_nothing,1,,,기사 아라스,,2,1,2,2,2,2,2,0
11310,Mirtis,5,마군주 미르티스가 정찰을 위해 내보내는 부하라고 합니다. 일각에서는 분신으로 보는 사람도 있습니다.,6,icon_item_nothing,1,,,미르티스의 눈,,2,0,2,2,2,2,2,0
11311,Mirtis_Elite,5,마군주 미르티스가 정찰을 위해 내보내는 부하라고 합니다. 일각에서는 분신으로 보는 사람도 있습니다.,6,icon_item_nothing,1,,,대형 미르티스의 눈,,2,0,2,2,2,2,2,0
12000,Landmine,5,몬스터,6,icon_item_nothing,1,,,폭발 지뢰,,2,0,2,2,2,2,2,0
12001,Poisonmine,5,몬스터,6,icon_item_nothing,1,,,맹독 지뢰,,2,0,2,2,2,2,2,0
12002,Claymore,5,몬스터,6,icon_item_nothing,1,,,대인 지뢰,,2,0,2,2,2,2,2,0
12015,Infernalmine,5,몬스터,6,icon_item_nothing,1,,,불지옥 지뢰,,2,0,2,2,2,2,2,0
12051,Warrior_M,5,몬스터,6,icon_item_nothing,1,,,마을사람,,2,0,2,2,2,2,2,0
12061,Statue_angel,5,몬스터,6,icon_item_nothing,16,,,아기천사상,,2,0,8,8,8,8,8,0
12062,Hall_stone,5,몬스터,6,icon_item_nothing,17,,,홀 석상,,2,0,8,8,8,8,8,0
12063,Priest,5,몬스터,6,icon_item_nothing,1,,,사제,,2,0,2,2,2,2,2,0
12082,hidden_monster,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 528, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 529, ""Population"": 2, ""TimeRespawn"": 60.0}]",투명 오브젝트,,2,5,2,2,2,2,2,0
12083,hidden_monster2,5,몬스터,2,icon_item_nothing,1,,,파이어 볼,,2,0,2,2,2,2,2,0
12084,hidden_monster3,5,몬스터,6,icon_item_nothing,1,,,인질 폭탄,,2,0,2,2,2,2,2,0
12085,hidden_monster4,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 11213, ""Population"": 1, ""TimeRespawn"": 60.0}]",투명 오브젝트,,2,5,2,2,2,2,2,0
12086,hidden_monster5,5,몬스터,6,icon_item_nothing,1,,,중력 구체,,2,5,2,2,2,2,2,0
15000,Ghost_Soldier,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 1551, ""Population"": 6, ""TimeRespawn"": 60.0}]",유령 병사,,2,0,2,2,2,2,2,0
20000,MonsterSpawner,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20001,GroupSpawner1,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20002,GroupSpawner2,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20003,GroupSpawner3,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20004,GroupSpawner4,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20005,GroupSpawner5,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
40056,Skrik,5,몬스터,6,icon_item_nothing,1,,,수정,,3,0,2,2,2,2,2,0
40063,Anvil,3,,6,,1,,,모루,3,3,0,1,1,1,1,1,0
40067,HitMe,3,,6,,1,,,Hit Me,0,3,0,2,3,1,1,3,0
40142,mandragora,1,,6,,1,,,만드라고라,5,3,0,3,1,1,1,3,0
40200,MCy_Turret,3,,6,,1,,,포대,0,3,0,2,3,1,1,3,0
40201,MCy_Guard_fence,3,,6,,1,,,나비 덤불,0,3,0,2,3,1,1,3,0
40202,MCy_Soldier,3,,6,,1,,,경비병,0,6,0,2,3,1,1,3,0
40203,MCy_Golem,3,,6,,1,,,골렘,0,3,0,2,3,1,1,3,0
40204,MCy_Zombieboss,3,,6,,1,,,엘라가노스,0,3,3,2,3,1,1,3,0
40206,MCy_Siege,3,,6,,1,,,공성지원병,0,3,0,2,3,1,1,3,0
40207,raid_Guard_fence,3,,6,,1,,,나비 덤불,0,3,0,2,3,1,1,3,0
41183,boss_obb,5,몬스터,6,icon_item_nothing,1,,,boss_obb,,3,0,2,2,2,2,2,0
41196,Long_Arm,3,관목이 잔가지를 버리고  두 개의 가지를 사용하여 공격하는 형태로 변이된 몬스터입니다.,1,mon_long_arm,100,,"[{""Map"": 1431, ""Population"": 40, ""TimeRespawn"": 0.0}]",긴팔 나무,5,5,1,63,31,31,31,52,0
41197,tombstone_turtle,4,인프로락터의 아종에 속하는 몬스터입니다.,6,mon_tombstone_turtle,173,,"[{""Map"": 2511, ""Population"": 60, ""TimeRespawn"": 0.0}]",락터,4,5,0,115,53,53,62,71,0
41198,dog_of_king,4,일설에 의하면 경비견은 자카리엘 대왕이 손수 시안을 잡아 만든 것이라 합니다.,1,mon_dog_of_king,90,,"[{""Map"": 1361, ""Population"": 35, ""TimeRespawn"": 0.0}]",베누켈로스,1,5,1,28,19,66,57,19,0
41199,katacom_cemeterygolem,4,세계에 존재하는 대부분의 골렘은 본래는 좋은 의도로 만들어졌으나 지금은 악한 기운에 영향을 받아 움직이게 되었습니다.,6,katacom_cemetery_golem,82,,,묘지 골렘,4,5,1,56,26,26,30,34,0
41200,tree_toormole,3,매우 강한 유사성에도 불구하고 글래스몰과는 아무런 관련이 없습니다. 심지어 이 몬스터는 식물의 변형된 존재입니다.,7,mon_tree_toormole,160,,,나무뿌리 두더지,5,2,1,99,49,49,49,82,0
41201,boss_onion_the_great,4,"왜 어떤 케파들이 이렇게 변형이 되는지 연구가 행해지고 있습니다. 그 중에는 먹을 수 있도록 하는 연구도 포함되지만, 성과는 기대하기 어렵습니다.",0,boss_onion_the_great,1,,,케파치프틴,4,0,3,3,1,1,2,2,0
41202,boss_poata,3,포아타는 식물에서 기원한 몬스터로 더 강한 힘을 얻기 위해 마족에게 잘 보일 기회를 찾고 있습니다.,7,boss_poata,6,,,포아타,0,0,3,4,6,2,2,6,0
41203,boss_deadbone,4,"죽음에서 되돌아온 몬스터라고 하지만, 정확하게 말하면 죽음을 거쳐 다시 마족으로 태어난 몬스터입니다.",0,m_boss_deadbone,107,,,데드본,4,0,3,72,33,33,39,44,0
41205,boss_salamander,3,신수의 날 이전에도 존재하던 몬스터로 예전에는 비록 소수라도 사람과 친한 개체도 있었으나 지금은 전혀 그렇지 않습니다.,2,boss_salamander,17,,,샐러맨더,0,0,3,8,13,4,4,13,0
41206,Soldier6_rotateOff,5,몬스터,6,icon_item_nothing,1,,"[{""Map"": 1021, ""Population"": 1, ""TimeRespawn"": 60.0}]",경비병,,2,0,2,2,2,2,2,0
41207,boss_Saltistter,4,본시 추운 지방에서 태어났으며 신수의 날 이후에 여러 곳에서 목격된 것으로 보아 활발하게 돌아다니는 것 같습니다.,4,boss_saltistter,106,,,살티스터,0,0,3,44,66,22,22,66,0
41208,boss_ginklas,4,현재의 긴클라스는 광기에 물들어 있으며 따라서 본시 있던 이성이 드러날 가능성은 없습니다.,2,boss_ginklas,19,,,긴클라스,4,0,3,15,7,7,8,9,0
41209,boss_stone_whale,4,광물에서 변이된 몬스터인 석화고래가 별 연관이 없는 고래의 형태를 띤 이유는 밝혀지지 않았습니다.,1,boss_stone_whale,19,,,석화고래,4,0,3,15,7,7,8,9,0
41210,boss_tutu,3,신수의 날 이후 양서류들은 매우 여러 형태로 변형되었기 때문에 투투는 상대적으로 본래 원형에 가깝습니다. 물론 그렇다고 흉폭하지 않은 것은 아닙니다.,7,boss_tutu,7,,,투투,0,0,3,4,7,2,2,7,0
41211,boss_yonazolem,4,졸렘이 일반 골렘과 다른 차이점은 마법이 아닌 다른 기운에 의해 움직인다는 점입니다.,1,boss_yonazolem,118,,,요나졸렘,4,0,3,79,36,36,43,49,0
41212,boss_Genmagnus,2,"많은 요정과 정령들이 인간과 여신이 아닌 마족의 편에 섰으며, 그렇지 않은 소수는 숨어서 관망중입니다. 지니 역시 이러한 흐름에서 벗어나지 않습니다.",4,boss_genmagnus,1,,,마스터 지니,1,0,3,1,1,4,3,1,0
41213,boss_BiteRegina,4,신수의 날에 변형된 곤충형 몬스터는 대부분 여왕이나 군주에 해당하는 개체가 존재합니다.,7,boss_biteregina,61,,,비테레지나,2,0,3,26,46,13,19,26,0
41214,boss_Iltiswort,1,강력한 식물 몬스터들에게서 찾을 수 있는 장점은 대개 그들이 움직이지 못하는 고정형이라는 사실 정도입니다.,7,boss_iltiswort,1,,,일티스워트,5,0,3,3,1,1,1,3,0
41215,boss_GiantWoodGoblin_red,3,신수의 날 이후 숲은 인간에게 공포가 되었습니다. 바로 이러한 감당하기 어려운 대형 몬스터들의 영향이 큽니다.,2,boss_giantwoodgoblin_red,121,,,자이언트 레드 우드,5,0,3,75,37,37,37,63,0
41216,boss_lepus,3,"이들은 한때는 인간에게 친숙한 동물이었지만, 지금은 곰보다 위험한 생물이며, 마족만큼 사악합니다.",1,boss_lepus,60,,,레푸스,0,0,3,26,39,13,13,39,0
41217,boss_mushcaria,1,"이유는 알 수 없지만, 신수의 날로 변형된 이후 여신들에게 강한 적대감을 드러냅니다.",7,boss_mushcaria,13,,,머슈카리아,5,0,3,10,5,5,5,9,0
41218,statue_raima_mon,5,몬스터,6,icon_item_nothing,1,,,statue_raima_mon,,3,3,2,2,2,2,2,0
41219,boss_chafer,3,"어차피 인간에게는 무관한 일이지만, 자신 외에 다른 곤충형을 좋아하지 않으며 특히 벌종류의 몬스터들을 싫어합니다.",7,boss_chafer,10,,,체이퍼,2,0,3,6,10,3,4,6,0
41220,boss_Gaigalas,3,가이갈라스의 기원이 되는 생물이 무엇인지 모호합니다. 심지어 본래 우리 세상에 속하던 생물인지도 의심스럽습니다.,1,boss_gaigalas,64,,,가이갈라스,0,0,3,27,41,13,13,41,0
41221,boss_Throneweaver,1,강한 힘을 지닌 곤충형은 본능에 충실한 살육자가 되거나 영향력을 얻으려 합니다. 후자가 특히 위험한 이유는 대개 마족과 손을 잡기 때문이며 쓰론위버가 이 경우에 해당합니다.,7,boss_throneweaver,109,,,쓰론위버,1,0,3,34,22,79,68,22,0
41222,boss_bebraspion,3,"인간 가운데도 어린 시절에 길들이려 한 시도가 있었으나, 확실한 성공을 거둔 것은 마족들입니다.",5,boss_bebraspion,56,,,베브라스피온,0,0,3,24,36,12,12,36,0
41223,boss_mushwort,1,이러한 종류의 몬스터의 가장 곤란한 점은 자고 일어난 집안에서도 나타날 가능성이 있다는 점입니다.,7,boss_mushwort,112,,,눅눅한 머쉬워트,5,0,3,70,35,35,35,58,0
41224,boss_sparnas,3,새라서 그런지 모이에 잘 유혹당합니다. 마족은 이를 이용해 인간을 괴롭히도록 유인하기도 합니다.,5,boss_sparnas,61,,,스파르나스,0,0,3,26,39,13,13,39,0
41225,boss_mineloader,4,신수의 날 이후 변화되어 몬스터가 된 것인지 마군주가 특정한 의식을 거쳐 몬스터로 만들었는지 확실하지 않습니다. 아무튼 전에는 유용한 장비였습니다.,5,boss_mineloader,119,,,마인로더,4,0,3,80,37,37,43,49,0
41226,boss_Rajatoad,3,이 종류의 몬스터가 신수의 날 이후 변형되어 활동 공간을 바다에서 육지로 옮긴 것인지 마계의 생물이 넘어온 것인지는 확실하지 않습니다. 일단 유라테 여신께서는 이들에 대해 관심을 보이지 않고 있습니다.,4,boss_rajatoad,73,,,라자토드,0,0,3,31,46,15,15,46,0
41227,boss_ShadowGaoler,1,섀도게일러는 본시 정령 가운데 하나였으나 신수의 날을 즈음하여 마족의 힘을 받아들였습니다.,0,boss_shadowgaoler,18,,,섀도게일러,1,0,3,6,4,16,13,4,0
41228,boss_helgasercle,1,헬가 세르클은 가장 강력한 마군주의 하나입니다. 같은 마군주인 하우벅이 그녀의 분노를 받아 해체되어 봉인된 일은 그녀의 강함을 알려줍니다. 이런 헬가 세르클과 백 년 넘게 싸우며 우위를 점한 아가일라 플러리가 역사상 최고의 마법사로 칭송받는 것은 매우 당연합니다.,0,boss_helgasercle,126,,,헬가 세르클,1,0,3,39,26,91,78,26,0
41229,boss_lecifer,2,렉시퍼는 모든 마군주 가운데 가장 총명하다고 알려졌습니다. 그가 더 큰 활약을 하지 못하는 것은 마왕 제스티가 그를 적재적소에 활용하지 못하기 때문입니다. 인간으로서는 다행한 일이라 하겠습니다.,0,boss_lecifer,96,,,렉시퍼,1,0,3,30,20,70,60,20,0
