$ID,$ID_NAME,BonusBoots,BonusGloves,BonusSubWeapon,BonusTopAndBottom,BonusWeapon,Description,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Link_Skill,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeGem,Weight
643511,Gem_Swordman_Restrain,"[{""Stat"": ""Restrain Skill Lvl + 1""}]","[{""Stat"": ""Restrain Skill Lvl + 1""}]",,"[{""Stat"": ""Restrain Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,,,,10006,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643512,Gem_Swordman_PommelBeat,"[{""Stat"": ""Pommel Beat Skill Lvl + 1""}]","[{""Stat"": ""Pommel Beat Skill Lvl + 1""}]",,"[{""Stat"": ""Pommel Beat Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,,,,10007,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643513,Gem_Swordman_DoubleSlash,"[{""Stat"": ""Double Slash Skill Lvl + 1""}]","[{""Stat"": ""Double Slash Skill Lvl + 1""}]",,"[{""Stat"": ""Double Slash Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,,,,10008,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643514,Gem_Highlander_WagonWheel,"[{""Stat"": ""Wagon Wheel Skill Lvl + 1""}]","[{""Stat"": ""Wagon Wheel Skill Lvl + 1""}]",,"[{""Stat"": ""Wagon Wheel Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,"[{""Chance"": 0.02, ""Monster"": 400303, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,10201,Wagon Wheel Gem,100,0.0,0.0,TTFT,12,0,1.0
643515,Gem_Highlander_CartarStroke,"[{""Stat"": ""Cartar Stroke Skill Lvl + 1""}]","[{""Stat"": ""Cartar Stroke Skill Lvl + 1""}]",,"[{""Stat"": ""Cartar Stroke Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,,,,10202,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643516,Gem_Highlander_Crown,"[{""Stat"": ""Crown Skill Lvl + 1""}]","[{""Stat"": ""Crown Skill Lvl + 1""}]",,"[{""Stat"": ""Crown Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,,,,10203,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643517,Gem_Highlander_CrossGuard,"[{""Stat"": ""Crossguard Skill Lvl + 1""}]","[{""Stat"": ""Crossguard Skill Lvl + 1""}]",,"[{""Stat"": ""Crossguard Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,"[{""Chance"": 0.02, ""Monster"": 57568, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,10204,Cross Guard Gem,100,0.0,0.0,TTFT,12,0,1.0
643518,Gem_Highlander_Moulinet,"[{""Stat"": ""Moulinet Skill Lvl + 1""}]","[{""Stat"": ""Moulinet Skill Lvl + 1""}]",,"[{""Stat"": ""Moulinet Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,"[{""Chance"": 0.02, ""Monster"": 58152, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 58677, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 57021, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,10205,Moulinet Gem,100,0.0,0.0,TTFT,12,0,1.0
643519,Gem_Highlander_SkyLiner,"[{""Stat"": ""Skyliner Skill Lvl + 1""}]","[{""Stat"": ""Skyliner Skill Lvl + 1""}]",,"[{""Stat"": ""Skyliner Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,"[{""Chance"": 0.02, ""Monster"": 47328, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,10207,Skyliner Gem,100,0.0,0.0,TTFT,12,0,1.0
643520,Gem_Highlander_CrossCut,"[{""Stat"": ""Crosscut Skill Lvl + 1""}]","[{""Stat"": ""Crosscut Skill Lvl + 1""}]",,"[{""Stat"": ""Crosscut Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,"[{""Chance"": 0.02, ""Monster"": 58700, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 57041, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,10208,Crosscut Gem,100,0.0,0.0,TTFT,12,0,1.0
643521,Gem_Highlander_ScullSwing,"[{""Stat"": ""Skull Swing Skill Lvl + 1""}]","[{""Stat"": ""Skull Swing Skill Lvl + 1""}]",,"[{""Stat"": ""Skull Swing Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,,,,10206,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643522,Gem_Highlander_VerticalSlash,"[{""Stat"": ""Vertical Slash Skill Lvl + 1""}]","[{""Stat"": ""Vertical Slash Skill Lvl + 1""}]",,"[{""Stat"": ""Vertical Slash Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,,,,10209,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643523,Gem_Peltasta_Langort,"[{""Stat"": ""Langort Skill Lvl + 1""}]","[{""Stat"": ""Langort Skill Lvl + 1""}]",,"[{""Stat"": ""Langort Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,"[{""Chance"": 0.02, ""Monster"": 58680, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 57026, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,10109,Langort Gem,100,0.0,0.0,TTFT,12,0,1.0
643524,Gem_Peltasta_RimBlow,"[{""Stat"": ""Rim Blow Skill Lvl + 1""}]","[{""Stat"": ""Rim Blow Skill Lvl + 1""}]",,"[{""Stat"": ""Rim Blow Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,"[{""Chance"": 0.02, ""Monster"": 58148, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 57207, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,10102,Rim Blow Gem,100,0.0,0.0,TTFT,12,0,1.0
