$ID,$ID_NAME,Description,DescriptionRequired,Icon,IsToggleable,LevelMax,Link_Jobs,Link_Skills,Name,Unlock,UnlockArgs,UpgradePrice
10039,CompMastery6,* 寵物受到的物理傷害減少25%{nl},{nl}{b}角色1級以上{b},ability_common_compmastery6,True,1,[3002],,掌握寵物：厚皮革,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""3002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
10040,CompMastery7,* 寵物受到的魔法傷害減少25%{nl},{nl}{b}角色1級以上{b},ability_common_compmastery7,True,1,[3002],,掌握寵物：聰明,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""3002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101001,Swordman1,* [痛擊]的技能系數每特性等級增加 0.5%。{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}痛擊1級以上{b},ability_warrior_swordman1,False,100,,[10002],痛擊：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_Bash""}}",
101004,Swordman2,* [突刺]的技能系數每特性等級增加 0.5%。{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}突刺1級以上{b},ability_warrior_swordman2,False,100,,[10001],突刺：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_Thrust""}}",
101007,Swordman13,* [奮起]的物理攻擊力每特性等級增加效果提升1%{nl}* 防禦力減少效果提升1%{nl},{nl}{b}奮起1級以上{b},ability_warrior_swordman13,False,100,,[10003],奮起：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_GungHo""}}",
101015,Blow,* 遭到被技能[痛擊]擊中的敵人擊倒{nl}* SP消耗增加30%{nl},{nl}{b}痛擊3級以上{b},ability_warrior_swordman6,True,1,,[10002],痛擊：擊倒,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""3"", ""UnlockArgStr"": ""Swordman_Bash""}}",
101020,Swordman28,* 攻擊敵人時獲得的威脅度每特性等級增加1500%。{nl},{nl}{b}無{b},ability_warrior_swordman28,True,10,[1001],,挑釁,,"{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101022,Swordman30,* [忍受]的傷害減少效果每特性等級增加 0.5%{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}忍受1級以上{b},ability_warrior_swordman30,False,100,,[10009],忍受：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_Bear""}}",
101023,Swordman31,* 雖[解放]的持續時間縮減為12秒，但給予敵人的傷害增加 50%。{nl},{nl}{b}角色1級以上{b},ability_warrior_swordman31,True,1,,[10010],解放: 覺醒,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101024,Swordman32,* [解放]的持續時間減少為 6秒，但從敵人那裡所受到的傷害減少 50%。{nl},{nl}{b}角色1級以上{b},ability_warrior_swordman32,True,1,,[10010],解放: 忍耐,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101025,Swordman33,* [突刺]的冷卻時間追加4秒，使用時會朝目前對象敵人突進，並給予對方傷害。{nl},{nl}{b}劍士職業達成15級{b},ability_warrior_swordman33,True,1,,[10001],[秘術] 突刺：突進,"[""var curJobClsName = pc.JobName;"", ""var curJobLv = GetJobLevelByName(pc, curJobClsName);"", """", ""if (jobClassName == curJobClsName) {"", """", ""    if (curJobLv < limitLevel) {"", ""        return \""LOCK_GRADE\"";"", ""    }"", """", ""}"", """", ""return \""UNLOCK\"";""]","{""1001"": {""UnlockArgNum"": ""15"", ""UnlockArgStr"": ""Char1_1""}}",
101026,Swordman34,* [突刺]的技能係數每特性等級增加1.25%{nl},{nl}{b}[突刺：強化] 達成特性65級{b},ability_warrior_swordman34,False,30,,[10001],[秘術] 突刺：高級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Swordman2""}}",
101027,Swordman35,* [痛擊]的技能係數每特性等級增加1.25%{nl},{nl}{b}[痛擊：強化] 達成特性65級{b},ability_warrior_swordman35,False,30,,[10002],[秘術] 痛擊：高級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Swordman1""}}",
102001,Peltasta11,* [盾緣敲擊]的技能系數每特性等級增加 0.5%。{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}盾緣敲擊1級以上{b},ability_warrior_peltasta11,False,100,,[10102],盾緣敲擊：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}",
102007,Peltasta13,* [守護者]的物理、魔法傷害減少效果每特性等級增加0.5%{nl} * 最高等級大師時，額外增加 10%。{nl},{nl}{b}守護者1級以上{b},ability_warrior_peltasta13,False,100,,[10104],守護者：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_Guardian""}}",
102008,Peltasta14,* [盾牌投擲]的技能系數每特性等級增加 0.5%。{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}盾牌投擲1級以上{b},ability_warrior_peltasta14,False,100,,[10105],盾牌投擲：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_ShieldLob""}}",
102012,Impact,* 被技能[盾緣敲擊]攻擊的敵人每特性等級以5%機率陷入3秒[昏厥]{nl}* SP消耗增加30%{nl},{nl}{b}盾緣敲擊 5級以上{b},ability_warrior_peltasta3,True,5,,[10102],盾緣敲擊：昏厥,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""5"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}",
102014,Peltasta5,* 配戴[盾牌]時，每特性等級格擋增加0.75%，格擋成功時，會賦予自己10秒的[發現破綻]Buff{nl}* [發現破綻]：攻擊敵人時，命中和格擋貫穿套用增加20%{nl},{nl}{b}角色100級以上{b}{nl}{b}角色100級以上{b}{nl}{b}角色100級以上{b},ability_warrior_peltasta5,False,10,"[1003, 1010, 1012]",,掌握盾牌：格擋特化,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}, ""1010"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}, ""1012"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}}",
102016,Peltasta10,* 裝備盾牌後用C鍵可使用[防守]{nl}* [防守]活化中，角色的物理防禦力每特性等級增加10%{nl}* 親善對決及PVP中，被攻擊時會解除， 套用3秒冷卻時間。{nl},{nl}{b}角色200級以上{b},ability_warrior_peltasta10,True,5,[1003],,防守：防禦力,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""200"", ""UnlockArgStr"": """"}}",
102024,Peltasta27,* [長刺]的技能系數每特性等級增加 0.5%。{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}長刺 1級以上{b},ability_warrior_peltasta27,False,100,,[10109],長刺：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_Langort""}}",
102027,Peltasta32,* 技能[敲盾威脅]持續時間每特性等級增加 1秒{nl}* SP消耗增加10%{nl},{nl}{b}角色200級以上{b},ability_warrior_peltasta32,True,5,,[10103],敲盾威脅：維持威脅,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""200"", ""UnlockArgStr"": """"}}",
102028,Peltasta31,* 用輕裝步兵技能攻擊敵人時，獲得的威脅度套用為2倍{nl},{nl}{b}角色300級以上{b},ability_warrior_peltasta31,True,1,[1003],,輕裝步兵：挑釁慣例,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""300"", ""UnlockArgStr"": """"}}",
102031,Peltasta35,* 技能[盾緣敲擊]的擊退清除{nl}* SP消耗增加20%{nl},{nl}{b}盾緣敲擊3級以上{b},ability_warrior_peltasta35,True,1,,[10102],盾緣敲擊：擊退清除,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""3"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}",
102032,Peltasta36,* 每特性等級[高級守護]的格擋與暴擊抗性增加效果會增加 0.5%{nl} * 為最高等級大師時，額外增加10%。{nl},{nl}{b}高級守護1級以上{b},ability_warrior_peltasta36,False,100,,[10106],高級守護：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_HighGuard""}}",
102033,Peltasta37,* [硬盾]的防禦力增加效果每特性等級增加0.5%{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}硬盾1級以上{b},ability_warrior_peltasta37,False,100,,[10110],硬盾：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_HardShield""}}",
102034,Peltasta38,* 雖然盾牌防禦力和最小格擋機率沒有效果，但是[盾緣敲擊] / [盾牌投擲] / [長刺]技能會依盾牌物理防禦力的[特性等級]*6%追加套用在攻擊力上。{nl}* 使用副欄位時，必須配戴2個盾牌才能完全套用。配戴1個盾牌時，只會套用一半比率。{nl}* (例：攻擊力轉換比率為6%時，[主欄位盾牌防禦力] * 3% + [副欄位盾牌防禦力] * 3%){nl},{nl}{b}角色1級以上{b},ability_warrior_peltasta38,True,5,,"[10102, 10105, 10109]",輕裝步兵：盾牌打擊術,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
102035,Peltasta39,* 依照守護者的傷害減少比率數值，反射敵人的飛彈攻擊傷害。(不套用傷害減少效果){nl},{nl}{b}輕裝步兵職業達成45級{b},ability_warrior_peltasta39,True,1,,[10104],[秘術] 守護者：飛彈反射,"[""var curJobClsName = pc.JobName;"", ""var curJobLv = GetJobLevelByName(pc, curJobClsName);"", """", ""if (jobClassName == curJobClsName) {"", """", ""    if (curJobLv < limitLevel) {"", ""        return \""LOCK_GRADE\"";"", ""    }"", """", ""}"", """", ""return \""UNLOCK\"";""]","{""1003"": {""UnlockArgNum"": ""45"", ""UnlockArgStr"": ""Char1_3""}}",
102037,Peltasta41,* [盾緣敲擊]的技能係數每特性等級增加1.25%{nl},{nl}{b}[盾緣敲擊：強化] 達成特性65級{b},ability_warrior_peltasta41,False,30,,[10102],[秘術] 盾緣敲擊：高級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Peltasta11""}}",
102038,Peltasta42,* [盾牌投擲]的技能係數每特性等級增加1.25%{nl},{nl}{b}[盾牌投擲：強化] 達成特性65級{b},ability_warrior_peltasta42,False,30,,[10105],[秘術] 盾牌投擲：高級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Peltasta14""}}",
102039,Peltasta43,* 在高級守護狀態下會對盾牌解除技能免疫，因解除敵人Buff的關係，[硬盾]Buff不會被清除。另外移動速度減少 8，當格擋成功時傷害減少率會增加10%取代自己對敵人施加攻擊的傷害降低 20%。{nl},{nl}{b}角色300級以上{b},ability_warrior_peltasta43,True,1,,[10106],高級守護：鐵壁防禦,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""300"", ""UnlockArgStr"": """"}}",
102040,Peltasta44,* 敲盾挑釁只會對敵人角色套用{nl}* 被挑撥的敵人[(技能等級 x 0.2) + 1]秒內強制以基本攻擊施展者{nl}* 被挑撥的敵人移動速度增加 10 {nl}* 被挑撥的敵人60秒內賦予[憤怒調節] Debuff{nl}- 如果有[憤怒調節] Debuff，就不會被挑撥{nl}* 冷卻時間增加100秒{nl},{nl}{b}輕裝步兵職業達成45級{b},ability_warrior_peltasta44,True,1,,[10103],[秘術] 敲盾挑釁：咒罵,"[""var curJobClsName = pc.JobName;"", ""var curJobLv = GetJobLevelByName(pc, curJobClsName);"", """", ""if (jobClassName == curJobClsName) {"", """", ""    if (curJobLv < limitLevel) {"", ""        return \""LOCK_GRADE\"";"", ""    }"", """", ""}"", """", ""return \""UNLOCK\"";""]","{""1003"": {""UnlockArgNum"": ""45"", ""UnlockArgStr"": ""Char1_3""}}",
102041,Peltasta45,* [長刺]的技能係數每特性等級增加 1.25%{nl},{nl}{b}[長刺：強化] 特性65級達成{b},ability_warrior_peltasta27,False,30,,[10109],[秘術] 長刺：高級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Peltasta27""}}",
103007,Highlander13,* [車輪斬]的技能系數每特性等級增加 0.5%。{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}車輪斬1級以上{b},ability_warrior_highlander13,False,100,,[10201],車輪斬：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_WagonWheel""}}",
103010,Highlander15,* [十字守護]的格擋增加效果每特性等級增加0.5%{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}十字守護3級以上{b},ability_warrior_highlander8,False,100,,[10204],十字守護：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_CrossGuard""}}",
103011,Highlander14,* [連續斬]的技能系數每特性等級增加 0.5%。{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}連續斬1級以上{b},ability_warrior_highlander14,False,100,,[10205],連續斬：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_Moulinet""}}",
103023,Highlander29,* [破空斬]的技能系數每特性等級增加{nl}    0.5%。{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}破空斬1級以上{b},ability_warrior_highlander29,False,100,,[10207],破空斬：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_SkyLiner""}}",
103024,Highlander30,* [十字斬擊]的技能系數每特性等級增加 0.5%。{nl} * 為最高等級大師時，額外增加 10%。{nl},{nl}{b}十字斬擊1級以上{b},ability_warrior_highlander30,False,100,,[10208],十字斬擊：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_CrossCut""}}",
103028,Highlander34,* 十字斬擊的出血持續時間每特性等級增加1秒{nl},{nl}{b}十字斬擊1級以上{b},ability_warrior_highlander34,True,5,,[10208],十字斬擊：持續出血,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_CrossCut""}}",
103030,Highlander36,* [車輪斬]的技能係數每特性等級增加1.25%{nl},{nl}{b}[車輪斬：強化] 達成特性65級{b},ability_warrior_highlander37,False,30,,[10201],[秘術] 車輪斬：高級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Highlander13""}}",
