$ID,$ID_NAME,Description,DescriptionRequired,Icon,IsToggleable,LevelMax,Link_Jobs,Link_Skills,Name,Unlock,UnlockArgs,UpgradePrice
10037,CompMastery4,* コンパニオンの防御力と体力25%アップ{nl}* コンパニオンの攻撃力25%ダウン{nl},{nl}{b}キャラクター1レベル以上{b},ability_archer_hunter3,True,1,[3002],,コンパニオンマスタリ：忍耐,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""3002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
10038,CompMastery5,* コンパニオンの攻撃力25%アップ{nl}* コンパニオンの体力25%減少{nl},{nl}{b}キャラクター1レベル以上{b},ability_common_compmastery5,True,1,[3002],,コンパニオンマスタリ：牙,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""3002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
10039,CompMastery6,* コンパニオンが受ける物理ダメージ25%軽減{nl},{nl}{b}キャラクター1レベル以上{b},ability_common_compmastery6,True,1,[3002],,コンパニオンマスタリ：厚皮,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""3002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
10040,CompMastery7,* コンパニオンが受ける魔法ダメージ25%軽減{nl},{nl}{b}キャラクター1レベル以上{b},ability_common_compmastery7,True,1,[3002],,コンパニオンマスタリ：聡明,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""3002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101001,Swordman1,*[バッシュ]のスキル係数が特性レベル1につき0.5%アップ{nl} *最高レベルになるとさらに10%アップ{nl},{nl}{b}バッシュ1レベル以上{b},ability_warrior_swordman1,False,100,,[10002],バッシュ：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_Bash""}}",
101004,Swordman2,*[スラスト]のスキル係数が特性レベル1につき0.5%アップ{nl}*最高レベルになるとさらに10%アップ{nl},{nl}{b}スラスト1レベル以上{b},ability_warrior_swordman2,False,100,,[10001],スラスト：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_Thrust""}}",
101007,Swordman13,*特性レベル1につき[デアデビル]の物理攻撃ダメージ増加効果が0.5%増加{nl} *最高レベルマスター時10%追加で増加{nl},{nl}{b}デアデビル1レベル以上{b},ability_warrior_swordman13,False,100,,[10003],デアデビル：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_GungHo""}}",
101015,Blow,*[バッシュ]を受けた敵をノックダウン{nl}*SP消耗30%アップ{nl},{nl}{b}バッシュ3レベル以上{b},ability_warrior_swordman6,True,1,,[10002],バッシュ：ノックダウン,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""3"", ""UnlockArgStr"": ""Swordman_Bash""}}",
101020,Swordman28,*敵を攻撃する時に得るヘイト値が特性レベル1につき1500%アップ{nl},{nl}{b}なし{b},ability_warrior_swordman28,True,10,[1001],,プロヴォック,,"{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101022,Swordman30,*特性レベル1につき[ベア]のダメージ減少効果が0.5%増加{nl} *最高レベルマスター時10%追加で増加{nl},{nl}{b}ベアー1レベル以上{b},ability_warrior_swordman30,False,100,,[10009],ベアー：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_Bear""}}",
101023,Swordman31,* [リベレート]の持続時間が12秒に減る代わり、敵に与えるダメージが50%増加します。{nl},{nl}{b}キャラクター1レベル以上{b},ability_warrior_swordman31,True,1,,[10010],リベレート:覚醒,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101024,Swordman32,* [リベレート]の持続時間が6秒に減る代わり、敵から受けるダメージが50%減少します。{nl},{nl}{b}キャラクター1レベル以上{b},ability_warrior_swordman32,True,1,,[10010],リベレート:忍耐,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101025,Swordman33,* [スラスト]スキルのクールタイムが4秒追加され、使用したとき現在の対象である敵に向かって突進しダメージを与えます。{nl},{nl}{b}ソードマンクラス15レベル達成{b},ability_warrior_swordman33,True,1,,[10001],[アーツ]スラスト：突進,"[""var curJobClsName = pc.JobName;"", ""var curJobLv = GetJobLevelByName(pc, curJobClsName);"", """", ""if (jobClassName == curJobClsName) {"", """", ""    if (curJobLv < limitLevel) {"", ""        return \""LOCK_GRADE\"";"", ""    }"", """", ""}"", """", ""return \""UNLOCK\"";""]","{""1001"": {""UnlockArgNum"": ""15"", ""UnlockArgStr"": ""Char1_1""}}",
101026,Swordman34,* [スラスト]のスキル係数が特性レベル1につき1.25%アップ{nl},{nl}{b}[スラスト：強化]特性65レベル達成{b},ability_warrior_swordman34,False,30,,[10001],[アーツ]スラスト：上級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Swordman2""}}",
101027,Swordman35,* [バッシュ]のスキル係数が特性レベル1につき1.25%アップ{nl},{nl}{b}[バッシュ：強化]特性65レベル達成{b},ability_warrior_swordman35,False,30,,[10002],[アーツ]バッシュ：上級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Swordman1""}}",
102001,Peltasta11,*[リムブロー]のスキル係数が特性レベル1につき0.5%アップ{nl} *最高レベルになるとさらに10%アップ{nl},{nl}{b}リムブロー1レベル以上{b},ability_warrior_peltasta11,False,100,,[10102],リムブロー：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}",
102007,Peltasta13,*[ガーディアン]の物理、魔法ダメージ減少効果が特性レベル1につき0.5%増加{nl} *最高レベルマスター時10%追加で増加{nl},{nl}{b}ガーディアン1レベル以上{b},ability_warrior_peltasta13,False,100,,[10104],ガーディアン：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_Guardian""}}",
102008,Peltasta14,*[シールドロブ]のスキル係数が特性レベル1につき0.5%アップ{nl} *最高レベルになるとさらに10%アップ{nl},{nl}{b}シールドロブ1レベル以上{b},ability_warrior_peltasta14,False,100,,[10105],シールドロブ：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_ShieldLob""}}",
102012,Impact,*スキル[リムブロー]を受けた敵に特性レベル1につき5%の確率で3秒間[スタン]{nl}*SP消費30%アップ{nl},{nl}{b}リムブロー5レベル以上{b},ability_warrior_peltasta3,True,5,,[10102],リムブロー：スタン,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""5"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}",
102014,Peltasta5,* [盾] 着用時にブロックが特性レベル1につき0.75%アップし、ブロックに成功すると自身に10秒間[隙間発見]バフ付与{nl}* [隙間発見] ：敵を攻撃した際に命中、ブロック貫通20%アップが適用{nl},{nl}{b}キャラクター100レベル以上{b}{nl}{b}キャラクター100レベル以上{b}{nl}{b}キャラクター100レベル以上{b},ability_warrior_peltasta5,False,10,"[1003, 1010, 1012]",,盾マスタリ：ブロック特化,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}, ""1010"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}, ""1012"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}}",
102016,Peltasta10,*盾着用後、Cキーで[ガード]使用可能{nl}*[ガード]が活性化している間、キャラクターの物理防御力が特性レベル1につき10%アップ{nl}*親善対決とPVP中はダメージを受けると解除され、クールタイム3秒適用{nl},{nl}{b}キャラクター200レベル以上{b},ability_warrior_peltasta10,True,5,[1003],,ガード：防御力,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""200"", ""UnlockArgStr"": """"}}",
102024,Peltasta27,*[ランゴルト]のスキル係数が特性レベル1につき0.5%アップ{nl}*最高レベルになるとさらに10%アップ{nl},{nl}{b}ランゴルト1レベル以上{b},ability_warrior_peltasta27,False,100,,[10109],ランゴルト：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_Langort""}}",
102027,Peltasta32,*スキル[スワッシュバックリング]持続時間が特性レベル1につき1秒アップ{nl}*SP消費10%アップ{nl},{nl}{b}キャラクター200レベル以上{b},ability_warrior_peltasta32,True,5,,[10103],スワッシュバックリング：挑発維持,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""200"", ""UnlockArgStr"": """"}}",
102028,Peltasta31,*ペルタストスキルで敵を攻撃すると獲得するヘイト値が2倍に適用{nl},{nl}{b}キャラクター300レベル以上{b},ability_warrior_peltasta31,True,1,[1003],,ペルタスト：扇動,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""300"", ""UnlockArgStr"": """"}}",
102031,Peltasta35,*[リムブロー]のノックバック除去{nl}*SP消費20%アップ{nl},{nl}{b}リムブロー3レベル以上{b},ability_warrior_peltasta35,True,1,,[10102],リムブロー：ノックバック除去,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""3"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}",
102032,Peltasta36,*特性レベルにつき[ハイガード]のブロックとクリティカル抵抗効果が0.5％アップ{nl} * 最高レベルマスター時、10%追加でアップ{nl},{nl}{b}ハイガード1レベル以上{b},ability_warrior_peltasta36,False,100,,[10106],ハイガード：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_HighGuard""}}",
102033,Peltasta37,*特性レベル1につき[ハードシールド]の防御力増加効果が0.5%増加{nl} *最高レベルマスター時10%追加で増加{nl},{nl}{b}ハードシールド1レベル以上{b},ability_warrior_peltasta37,False,100,,[10110],ハードシールド：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_HardShield""}}",
102034,Peltasta38,* 盾防御力が無効化される代わりに[リムブロー] / [シールドロブ] / [ランゴルト] スキルは盾物理防御力の[特性レベル]*6%分攻撃力に追加適用{nl}* サブスロット使用時、盾を2個着用することで完全に適用される。1つ着用時、比率は半分のみ適用{nl}* (例 ：攻撃力転換比率が6%の時、[メインスロット盾防御力] * 3% + [サブスロット盾防御力] * 3%){nl},{nl}{b}キャラクター1レベル以上{b},ability_warrior_peltasta38,True,5,,"[10102, 10105, 10109]",ペルタスト：盾打撃術,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
102035,Peltasta39,* ガーディアンの被ダメージ比率の分だけ、敵のミサイル攻撃のダメージを反射。 (被ダメージ軽減効果は適用されない){nl},{nl}{b}ペルタストクラス45レベル達成{b},ability_warrior_peltasta39,True,1,,[10104],[アーツ]ガーディアン：ミサイル反射,"[""var curJobClsName = pc.JobName;"", ""var curJobLv = GetJobLevelByName(pc, curJobClsName);"", """", ""if (jobClassName == curJobClsName) {"", """", ""    if (curJobLv < limitLevel) {"", ""        return \""LOCK_GRADE\"";"", ""    }"", """", ""}"", """", ""return \""UNLOCK\"";""]","{""1003"": {""UnlockArgNum"": ""45"", ""UnlockArgStr"": ""Char1_3""}}",
102037,Peltasta41,* [リムブロー]のスキル係数が特性レベル1につき1.25%アップ{nl},{nl}{b}[リムブロー：強化]特性65レベル達成{b},ability_warrior_peltasta41,False,30,,[10102],[アーツ]リムブロー：上級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Peltasta11""}}",
102038,Peltasta42,* [シールドロブ]のスキル係数が特性レベル1につき1.25%アップ{nl},{nl}{b}[シールドロブ：強化]特性65レベル達成{b},ability_warrior_peltasta42,False,30,,[10105],[アーツ]シールドロブ：上級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Peltasta14""}}",
102039,Peltasta43,* ハイガード状態で盾解除スキルに免疫を得て、敵のバフ除去で [ハードシールド] バフが解除されない。また、移動速度が8ダウンし、自分が敵に与える攻撃のダメージが20％ダウンする代わりに、ブロック成功時にダメージダウン率が10％アップする。{nl},{nl}{b}キャラクター300レベル以上{b},ability_warrior_peltasta43,True,1,,[10106],ハイガード：鉄壁防御,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""300"", ""UnlockArgStr"": """"}}",
102040,Peltasta44,*スワッシュバックリングが敵のキャラクターにのみ適用される{nl}*挑発された敵は詠唱者を[(スキルレベル x 0.2) + 1]秒間強制に基本攻撃で攻撃する{nl}*挑発された敵の移動速度10アップ{nl}*挑発された敵は60秒間[憤怒調節]デバフがかかる{nl}- [憤怒調節]デバフにかかっていると挑発されない。{nl}*クールタイム100秒延長{nl},{nl}{b}ペルタストクラス45レベル達成{b},ability_warrior_peltasta44,True,1,,[10103],[アーツ]スワッシュバックリング：スウェアワード,"[""var curJobClsName = pc.JobName;"", ""var curJobLv = GetJobLevelByName(pc, curJobClsName);"", """", ""if (jobClassName == curJobClsName) {"", """", ""    if (curJobLv < limitLevel) {"", ""        return \""LOCK_GRADE\"";"", ""    }"", """", ""}"", """", ""return \""UNLOCK\"";""]","{""1003"": {""UnlockArgNum"": ""45"", ""UnlockArgStr"": ""Char1_3""}}",
102041,Peltasta45,* [ランゴルト]のスキル係数が特性レベルにつき1.25％アップ{nl},{nl}{b}[ランゴルト：強化]特性65レベル達成{b},ability_warrior_peltasta27,False,30,,[10109],[アーツ]ランゴルト：上級強化,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Peltasta27""}}",
103007,Highlander13,*[ワゴンホイール]のスキル係数が特性レベル1につき0.5%アップ{nl} *最高レベルになるとさらに10%アップ{nl},{nl}{b}ワゴンホイール1レベル以上{b},ability_warrior_highlander13,False,100,,[10201],ワゴンホイール：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_WagonWheel""}}",
103010,Highlander15,*特性レベル1につき[クロスガード]のブロックアップ効果が0.5%アップ{nl} *最高レベルマスター時10%追加でアップ{nl},{nl}{b}クロスガード3レベル以上{b},ability_warrior_highlander8,False,100,,[10204],クロスガード：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_CrossGuard""}}",
103011,Highlander14,*[ムリネ]のスキル係数が特性レベル1につき0.5%アップ{nl}*最高レベルになるとさらに10%アップ{nl},{nl}{b}ムリネ1レベル以上{b},ability_warrior_highlander14,False,100,,[10205],ムリネ：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_Moulinet""}}",
103023,Highlander29,*[スカイライナー]のスキル係数が特性レベル1につき{nl}0.5%アップ{nl}*最高レベルになるとさらに10%アップ{nl},{nl}{b}スカイライナー1レベル以上{b},ability_warrior_highlander29,False,100,,[10207],スカイライナー：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_SkyLiner""}}",
103024,Highlander30,*[クロスカット]のスキル係数が特性レベル1につき0.5%アップ{nl}*最高レベルになるとさらに10%アップ{nl},{nl}{b}クロスカット1レベル以上{b},ability_warrior_highlander30,False,100,,[10208],クロスカット：強化,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_CrossCut""}}",
