$ID,$ID_NAME,Description,DescriptionRequired,Icon,IsToggleable,LevelMax,Link_Jobs,Link_Skills,Name,Unlock,UnlockArgs,UpgradePrice
10037,CompMastery4,* DEF and CON of the Companion increases by 25%{nl}* ATK of the Companion decreases by 25%{nl},{nl}{b}Character Lv 1 and above{b},ability_archer_hunter3,True,1,[3002],,Companion Mastery: Fortitude,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""3002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
10038,CompMastery5,* ATK of the Companion increases by 25%{nl}* CON of the Companion decreases by 25%{nl},{nl}{b}Character Lv 1 and above{b},ability_common_compmastery5,True,1,[3002],,Companion Mastery: Fang,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""3002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
10039,CompMastery6,* Companion's physical damage received decreases by 25%{nl},{nl}{b}Character Lv 1 and above{b},ability_common_compmastery6,True,1,[3002],,Companion Mastery: Thick Hide,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""3002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
10040,CompMastery7,* Companion's magic damage received decreases by 25%{nl},{nl}{b}Character Lv 1 and above{b},ability_common_compmastery7,True,1,[3002],,Companion Mastery: Tenacity,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""3002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101001,Swordman1,* Increases the skill factor of [Bash] by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Bash Lv 1 and above{b},ability_warrior_swordman1,False,100,,[10002],Bash: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_Bash""}}",
101004,Swordman2,* Increases the skill factor of [Thrust] by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Thrust Lv 1 and above{b},ability_warrior_swordman2,False,100,,[10001],Thrust: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_Thrust""}}",
101007,Swordman13,* Increases [Gung Ho]'s physical attack damage increasing effects by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Gung Ho Lv 1 and above{b},ability_warrior_swordman13,False,100,,[10003],Gung Ho: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_GungHo""}}",
101015,Blow,* Enemies hit by [Bash] are knocked down{nl}* Increases SP consumption by 30%{nl},{nl}{b}Bash Lv 3 and above{b},ability_warrior_swordman6,True,1,,[10002],Bash: Knockdown,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""3"", ""UnlockArgStr"": ""Swordman_Bash""}}",
101020,Swordman28,* Increases threat values when attacking enemies by 1500% per attribute level{nl},{nl}{b}None{b},ability_warrior_swordman28,True,10,[1001],,Provoke,,"{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101022,Swordman30,* Increases [Bear]'s incoming damage reducing effects by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Bear Lv 1 and above{b},ability_warrior_swordman30,False,100,,[10009],Bear: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Swordman_Bear""}}",
101023,Swordman31,* Reduces the duration of [Liberate] to 12 seconds and increases damage to enemies by 50%{nl},{nl}{b}Character Lv 1 and above{b},ability_warrior_swordman31,True,1,,[10010],Liberate: Awaken,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101024,Swordman32,* Reduces the duration of [Liberate] to 6 seconds and increases the incoming damage reduction effect by 50%{nl},{nl}{b}Character Lv 1 and above{b},ability_warrior_swordman32,True,1,,[10010],Liberate: Fortitude,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
101025,Swordman33,"* Increases the cooldown of [Thrust] by 4, and dashes to your target and deals damage upon use.{nl}",{nl}{b}Swordsman Class Lv. 15{b},ability_warrior_swordman33,True,1,,[10001],[Arts] Thrust: Charge,"[""var curJobClsName = pc.JobName;"", ""var curJobLv = GetJobLevelByName(pc, curJobClsName);"", """", ""if (jobClassName == curJobClsName) {"", """", ""    if (curJobLv < limitLevel) {"", ""        return \""LOCK_GRADE\"";"", ""    }"", """", ""}"", """", ""return \""UNLOCK\"";""]","{""1001"": {""UnlockArgNum"": ""15"", ""UnlockArgStr"": ""Char1_1""}}",
101026,Swordman34,* Increases the Skill Factor of [Thrust] by 1.25% per attribute level{nl},{nl}{b}[Thrust: Enhance] Attribute Lv. 65{b},ability_warrior_swordman34,False,30,,[10001],[Arts] Thrust: Enhanced Upgrade,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Swordman2""}}",
101027,Swordman35,* Increases the Skill Factor of [Bash] by 1.25% per attribute level{nl},{nl}{b}[Bash: Enhancement] Attribute Lv. 65{b},ability_warrior_swordman35,False,30,,[10002],[Arts] Bash: Enhanced Upgrade,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Swordman1""}}",
102001,Peltasta11,* Increases the skill factor of [Rim Blow] by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Rim Blow Lv 1 and above{b},ability_warrior_peltasta11,False,100,,[10102],Rim Blow: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}",
102007,Peltasta13,* Increases [Guardian]'s physical and magic damage taken reducing effects by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Guardian Lv 1 and above{b},ability_warrior_peltasta13,False,100,,[10104],Guardian: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_Guardian""}}",
102008,Peltasta14,* Increases the skill factor of [Shield Lob] by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Shield Lob Lv 1 and above{b},ability_warrior_peltasta14,False,100,,[10105],Shield Lob: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_ShieldLob""}}",
102012,Impact,* Enemies hit by [Rim Blow] have a 5% chance per attribute level to become afflicted with [Stun] for 3 seconds{nl}* Increases SP consumption by 30%{nl},{nl}{b}Rim Blow Lv 5 and above{b},ability_warrior_peltasta3,True,5,,[10102],Rim Blow: Stun,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""5"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}",
102014,Peltasta5,"* Block increases by 0.75% per attribute level when equipping [Shield], and [Detect Loophole] buff is applied to yourself when succeeding in Block{nl}* [Detect Loophole] : Accuracy and Block Penetration increases by 20% when attacking the enemy{nl}",{nl}{b}Character Lv 100 and above{b}{nl}{b}Character Lv 100 and above{b}{nl}{b}Character Lv 100 and above{b},ability_warrior_peltasta5,False,10,"[1003, 1010, 1012]",,Shield Mastery: Block Specialty,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}, ""1010"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}, ""1012"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}}",
102016,Peltasta10,"* Equip a shield and press C to activate [Guard]{nl}* While active, [Guard] increases your physical defense by 10% per attribute level{nl}* If you are attacked during a friendly duel or PvP, the effect is canceled and a 3-second cooldown applies{nl}",{nl}{b}Character Lv 200 and above{b},ability_warrior_peltasta10,True,5,[1003],,Guard: Defense,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""200"", ""UnlockArgStr"": """"}}",
102024,Peltasta27,* Increases the skill factor of [Langort] by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Langort Lv 1 and above{b},ability_warrior_peltasta27,False,100,,[10109],Langort: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_Langort""}}",
102027,Peltasta32,* [Swash Buckling] duration increases by 1 second per attribute level{nl}* Increases SP consumption by 10%{nl},{nl}{b}Character Lv 200 and above{b},ability_warrior_peltasta32,True,5,,[10103],Swash Buckling: Maintain Threat,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""200"", ""UnlockArgStr"": """"}}",
102028,Peltasta31,* Increases threat levels by 2 times when attacking the enemy with Peltasta skills{nl},{nl}{b}Character Lv 300 and above{b},ability_warrior_peltasta31,True,1,[1003],,Peltasta: Double Provocation,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""300"", ""UnlockArgStr"": """"}}",
102031,Peltasta35,* Removes [Rim Blow] knockback effects{nl}* Increases SP consumption by 20%{nl},{nl}{b}Rim Blow Lv 3 and above{b},ability_warrior_peltasta35,True,1,,[10102],Rim Blow: Remove Knockback,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""3"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}",
102032,Peltasta36,* Increases [High Guard]'s block and Critical Resistance increasing effects by 0.5% per attribute level{nl}* Increases additionally by 10% when mastering the maximum level{nl},{nl}{b}High Guard Lv 1 and above{b},ability_warrior_peltasta36,False,100,,[10106],High Guard: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_HighGuard""}}",
102033,Peltasta37,* Increases [Hard Shield]'s defense increasing effects by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Hard Shield Lv 1 and above{b},ability_warrior_peltasta37,False,100,,[10110],Hard Shield: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_HardShield""}}",
102034,Peltasta38,"* Instead of nullifying the shield's Defense/Minimum Block Chance, [Attribute level]*6% of Shield's physical defense is added to the Attack of [Rim Blow] / [Shield Lob] / [Langort]{nl}* When using the second slot, applied perfectly only when equipping 2 shields. Only half applied when equipping one{nl}* (Ex: When the proportion of the Attack added is 6%, [Defense of first slot shield] * 3% + [Defense of second slot shield] * 3%){nl}",{nl}{b}Character Lv 1 and above{b},ability_warrior_peltasta38,True,5,,"[10102, 10105, 10109]",Peltasta: Shield Attack,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",
102035,Peltasta39,"* Reflects damage of enemy's attack, in proportion to decrease rate of Guardian damage. (decrease damage effect does not apply){nl}",{nl}{b}Peltasta Class Lv. 45{b},ability_warrior_peltasta39,True,1,,[10104],[Arts] Guardian: Reflect Missile ,"[""var curJobClsName = pc.JobName;"", ""var curJobLv = GetJobLevelByName(pc, curJobClsName);"", """", ""if (jobClassName == curJobClsName) {"", """", ""    if (curJobLv < limitLevel) {"", ""        return \""LOCK_GRADE\"";"", ""    }"", """", ""}"", """", ""return \""UNLOCK\"";""]","{""1003"": {""UnlockArgNum"": ""45"", ""UnlockArgStr"": ""Char1_3""}}",
102037,Peltasta41,* Increases the Skill Factor of [Rim Blow] by 1.25% per attribute level{nl},{nl}{b}[Rim Blow: Enhance] Attribute Lv. 65{b},ability_warrior_peltasta41,False,30,,[10102],[Arts] Rim Blow: Enhanced Upgrade,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Peltasta11""}}",
102038,Peltasta42,* Increases the Skill Factor of [Shield Robe] by 1.25% per attribute level{nl},{nl}{b}[Shield Robe: Enhance] Attribute Lv. 65{b},ability_warrior_peltasta42,False,30,,[10105],[Arts] Shield Lob: Enhanced Upgrade,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Peltasta14""}}",
102039,Peltasta43,"* Your Shield and [Hard Shield] buff cannot be removed by enemies during High Guard. Your movement speed is reduced by -8, and your damage dealt is reduced by -20%, but increases your Damage Reduction by 10% when Block succeeds.{nl}",{nl}{b}Character Lv 300 and above{b},ability_warrior_peltasta43,True,1,,[10106],High Guard: Iron Defense,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""300"", ""UnlockArgStr"": """"}}",
102040,Peltasta44,* Swash Buckling applies only to enemy characters{nl}* Provoked enemy attacks the caster forcibly with basic attack for [(skill level x 0.2) + 1] seconds{nl}* Increases Movement Speed of provoked enemy by 10{nl}* [Anger Management] debuff applies to the provoked enemy for 60 seconds{nl}- Doesn't provoke if [Anger Management] debuff exists{nl}* Cooldown increases by 100 seconds{nl},{nl}{b}Peltasta Class Lv. 45{b},ability_warrior_peltasta44,True,1,,[10103],Swash Buckling: Swear Word,"[""var curJobClsName = pc.JobName;"", ""var curJobLv = GetJobLevelByName(pc, curJobClsName);"", """", ""if (jobClassName == curJobClsName) {"", """", ""    if (curJobLv < limitLevel) {"", ""        return \""LOCK_GRADE\"";"", ""    }"", """", ""}"", """", ""return \""UNLOCK\"";""]","{""1003"": {""UnlockArgNum"": ""45"", ""UnlockArgStr"": ""Char1_3""}}",
102041,Peltasta45,* Increases the skill factor of [Langort] by 1.25% per attribute level{nl},{nl}{b}[Langort: Enhance] Attribute Lv.65{b},ability_warrior_peltasta27,False,30,,[10109],[Arts] Langort: Enhanced Upgrade,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Peltasta27""}}",
103007,Highlander13,* Increases the skill factor of [Wagon Wheel] by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Wagon Wheel Lv 1 and above{b},ability_warrior_highlander13,False,100,,[10201],Wagon Wheel: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_WagonWheel""}}",
103010,Highlander15,* Increases [Cross Guard]'s block increasing effects by 0.5% per attribute level{nl}* 10% increases additionally at maximum level{nl},{nl}{b}Cross Guard Lv 1 and above{b},ability_warrior_highlander8,False,100,,[10204],Cross Guard: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_CrossGuard""}}",
103011,Highlander14,* Increases the skill factor of [Moulinet] by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Moulinet Lv 1 and above{b},ability_warrior_highlander14,False,100,,[10205],Moulinet: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_Moulinet""}}",
103023,Highlander29,* Increases the skill factor of [Skyliner] by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Skyliner Lv 1 and above{b},ability_warrior_highlander29,False,100,,[10207],Skyliner: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_SkyLiner""}}",
103024,Highlander30,* Increases the skill factor of [Crosscut] by 0.5% per attribute level{nl}* +10% added increase at maximum level{nl},{nl}{b}Crosscut Lv 1 and above{b},ability_warrior_highlander30,False,100,,[10208],Crosscut: Enhance,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_CrossCut""}}",
103028,Highlander34,* Increases the duration of [Crosscut]'s Bleeding by 1 second per attribute level{nl},{nl}{b}Crosscut Lv 1 and above{b},ability_warrior_highlander34,True,5,,[10208],Crosscut: Bleeding Duration,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Highlander_CrossCut""}}",
