$ID,$ID_NAME,Armor,Description,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_CON,Stat_DEX,Stat_INT,Stat_SPR,Stat_STR,Type
10030,War_Shield,5,Monster,6,icon_item_nothing,1,,,Shield Mercenary,,2,0,2,2,2,2,2,0
10031,Aos_Soldier_Cart,5,Monster,6,icon_item_nothing,1,,,Mercenary,,2,0,2,2,2,2,2,0
10032,Silvertransporter_m,5,Monster,6,icon_item_nothing,1,,"[{""Map"": 1021, ""Population"": 7, ""TimeRespawn"": 60.0}, {""Map"": 1032, ""Population"": 3, ""TimeRespawn"": 60.0}, {""Map"": 1231, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1711, ""Population"": 4, ""TimeRespawn"": 60.0}]",Trooper,,2,0,2,2,2,2,2,0
10033,Silvertransporter_m_Quest,5,Monster,6,icon_item_nothing,1,,"[{""Map"": 981, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1032, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1081, ""Population"": 6, ""TimeRespawn"": 60.0}, {""Map"": 1251, ""Population"": 4, ""TimeRespawn"": 60.0}, {""Map"": 1641, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1651, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1661, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1681, ""Population"": 22, ""TimeRespawn"": 60.0}, {""Map"": 3260, ""Population"": 1, ""TimeRespawn"": 60.0}]",Trooper,,2,0,2,2,2,2,2,0
10034,Silvertransporter_m_DESERTER,5,Monster,6,icon_item_nothing,1,,,Deserter,,2,0,2,2,2,2,2,0
10035,Silvertransporter_m_Quest_2,5,Monster,6,icon_item_nothing,1,,,Lunatic Soldier,,2,0,2,2,2,2,2,0
10036,Tied_soldier,5,Monster,6,icon_item_nothing,1,,"[{""Map"": 1082, ""Population"": 10, ""TimeRespawn"": 60.0}]",Tied Combatant,,2,0,2,2,2,2,2,0
10037,Silvertransporter_m_Quest_3,5,Monster,6,icon_item_nothing,1,,"[{""Map"": 1151, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1180, ""Population"": 1, ""TimeRespawn"": 60.0}]",Trooper,,2,0,2,2,2,2,2,0
10040,PhantomKnight,5,Monster,6,icon_item_nothing,1,,,Ghost Armor,,2,0,2,2,2,2,2,0
10041,PhantomKnight_S,5,Monster,6,icon_item_nothing,1,,,Ghost Armor,,2,0,2,2,2,2,2,0
10042,PhantomKnight_Elite,5,Monster,6,icon_item_nothing,1,,,Large Ghost Armor,,2,0,2,2,2,2,2,0
10043,Stone01,5,Monster,6,icon_item_nothing,1,,"[{""Map"": 1041, ""Population"": 9, ""TimeRespawn"": 60.0}, {""Map"": 1271, ""Population"": 31, ""TimeRespawn"": 60.0}, {""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}, {""Map"": 1741, ""Population"": 3, ""TimeRespawn"": 60.0}, {""Map"": 2541, ""Population"": 7, ""TimeRespawn"": 60.0}, {""Map"": 2581, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 3540, ""Population"": 10, ""TimeRespawn"": 30.0}, {""Map"": 3580, ""Population"": 4, ""TimeRespawn"": 15.0}]",Stone,,2,0,2,2,2,2,2,0
10044,Stone02,5,Monster,6,icon_item_nothing,1,,"[{""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}]",Stone,,2,0,2,2,2,2,2,0
10045,Stone03,5,Monster,6,icon_item_nothing,1,,"[{""Map"": 1261, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 1441, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}, {""Map"": 3270, ""Population"": 1, ""TimeRespawn"": 0.001}, {""Map"": 3420, ""Population"": 1, ""TimeRespawn"": 60.0}]",Stone,,2,0,2,2,2,2,2,0
10046,Silvertransporter_m_dir,5,Monster,6,icon_item_nothing,1,,,Trooper,,2,0,2,2,2,2,2,0
10094,MeteorStrike,5,Monster,6,icon_item_nothing,1,,,MeteorStrike,,2,0,2,2,2,2,2,0
10096,Blizzard,5,Monster,6,icon_item_nothing,1,,,Blizzard,,2,0,2,2,2,2,2,0
10097,LivingFlame,5,Monster,6,icon_item_nothing,1,,,LivingFlame,,2,0,2,2,2,2,2,0
10099,HiddenFlameSeed,5,Monster,6,icon_item_nothing,1,,,HiddenFlameSeed,,2,0,2,2,2,2,2,0
10120,GhostGirl,5,Monster,6,icon_item_nothing,1,,,Follower Ghost,,2,0,2,2,2,2,2,0
10121,GhostGirl_Add,5,Monster,6,icon_item_nothing,1,,,Follower Ghost,,2,0,2,2,2,2,2,0
10130,GhostBoy,5,Monster,6,icon_item_nothing,1,,,Boy Ghost,,2,0,2,2,2,2,2,0
10131,GhostBoy_S,5,Monster,6,icon_item_nothing,1,,,Follower Ghost,,2,0,2,2,2,2,2,0
10140,GhostOldWoman,5,Monster,6,icon_item_nothing,1,,,Madam Ghost,,2,0,2,2,2,2,2,0
10150,Ghostman,5,Monster,6,icon_item_nothing,1,,,Ghost Uncle,,2,0,2,2,2,2,2,0
10151,Ghostman_L,5,Monster,6,icon_item_nothing,1,,,Follower Ghost,,2,0,2,2,2,2,2,0
10152,Ghostman_Big,5,Monster,6,icon_item_nothing,1,,,Follower Ghost Leader,,2,0,2,2,2,2,2,0
10153,Ghostman_Copy,5,Monster,6,icon_item_nothing,1,,,Follower Ghost (Alter Ego),,2,0,2,2,2,2,2,0
10160,Kiyak,5,Monster,6,icon_item_nothing,1,,,Three-Eyed Horn,,2,0,2,2,2,2,2,0
10170,Kyokyo,5,Monster,6,icon_item_nothing,1,,,Three-Eyed Wing,,2,0,2,2,2,2,2,0
10210,Believeroldman,5,Monster,6,icon_item_nothing,1,,,Follower,,2,0,2,2,2,2,2,0
10230,zombiehoplite,5,Monster,6,icon_item_nothing,1,,,Heavy Infantry Zombie,,2,0,2,2,2,2,2,0
10250,Monsterbook,5,Monster,6,icon_item_nothing,1,,,Magic Book,,2,0,2,2,2,2,2,0
10260,Pumpkin,5,Monster,6,icon_item_nothing,1,,,Unripe Pumpkin,,2,0,2,2,2,2,2,0
10261,Pumpkin2,5,Monster,6,icon_item_nothing,1,,,Well Die Onion,,2,0,2,2,2,2,2,0
10262,Pumpkin3,5,Monster,6,icon_item_nothing,1,,,Large HP Onion,,2,0,2,2,2,2,2,0
10263,Pumpkin_MagicTarget,5,Monster,6,icon_item_nothing,1,,,Amber Target,,2,0,2,2,2,2,2,0
10280,Palisade,5,Monster,6,icon_item_nothing,1,,,Stake Stockades,,2,0,2,2,2,2,2,0
10281,TR_Defense_Symbol,5,Monster,6,icon_item_nothing,1,,,Defense Guardian,,2,0,2,2,2,2,2,0
11019,shader_test,5,Monster,6,icon_item_nothing,1,,,Shader Test,,2,0,2,2,2,2,2,0
11020,Goblin_Elite,5,Monster,6,icon_item_nothing,1,,,Babauzi,,2,0,2,2,2,2,2,0
11050,Zombie_Bolt,5,Monster,6,icon_item_nothing,1,,,Nachi Zombie,,2,0,2,2,2,2,2,0
11060,Zombie_Berserker,5,Monster,6,icon_item_nothing,1,,,Zombie Berserker,,2,0,2,2,2,2,2,0
11061,Zombie_Berserker_Quest,5,Monster,6,icon_item_nothing,1,,,Zombie Berserker,,2,0,2,2,2,2,2,0
11070,Zombie_Bomber,5,Monster,6,icon_item_nothing,1,,,Candle Zombie,,2,0,2,2,2,2,2,0
11080,Zombie_archer,5,excluded from the adventure journal,6,icon_item_nothing,1,,,Zombie Shooter,,2,0,2,2,2,2,2,0
11085,Zombie_Overwatcher,3,Monster,0,icon_item_nothing,1,,,Wheelchair Zombie,4,2,1,3,1,1,2,2,0
11090,HighBube_Archer,3,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,4,mon_highbube_archer,113,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 68, ""Quantity_MIN"": 64}, {""Chance"": 7.5, ""Item"": 645479, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.08, ""Item"": 601132, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680200, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685200, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.04, ""Item"": 643893, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1141, ""Population"": 30, ""TimeRespawn"": 0.0}]",High Vubbe Archer,0,5,1,47,70,23,23,70,0
11091,HighBube_Archer_test,1,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,7,icon_item_nothing,1,,,High Vubbe Archer,0,2,0,2,3,1,1,3,0
11092,HighBube_Archer_ghost,1,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,7,icon_item_nothing,1,,,Ghost Vubbe Archer,0,2,0,2,3,1,1,3,0
11110,New_desmodus,3,A popular theory is that you have to be a demon to use this messenger.,0,mon_new_desmodus,41,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 6, ""Quantity_MIN"": 6}, {""Chance"": 0.6, ""Item"": 271104, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 241101, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.46, ""Item"": 582103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 161106, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680062, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685062, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643588, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2085, ""Population"": 35, ""TimeRespawn"": 0.0}, {""Map"": 1143, ""Population"": 40, ""TimeRespawn"": 15.0}]",Desmodus,1,5,0,13,9,32,27,9,0
11119,Treasure_Goblin,3,"They are surely Vubbes, but they live another life.",6,mon_goblin_spear_yellow,164,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 2, ""Quantity_MIN"": 1}]","[{""Map"": 3480, ""Population"": 0, ""TimeRespawn"": 0.0}]",Treasure Vubbe,0,2,0,67,101,33,33,101,0
11120,Goblin_Spear,3,The most commonly encountered Vubbe.,1,mon_goblin_spear,13,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 8, ""Quantity_MIN"": 8}, {""Chance"": 8.0, ""Item"": 645129, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.5, ""Item"": 272110, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.29, ""Item"": 102114, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 601123, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 122114, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680012, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685012, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643717, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1041, ""Population"": 23, ""TimeRespawn"": 0.0}]",Vubbe Thief,0,5,1,7,10,3,3,10,0
11123,Goblin_Spear_red,3,The most commonly encountered Vubbe.,2,mon_goblin_spear_red,150,,,Red Vubbe Robber,0,5,1,62,93,31,31,93,0
11124,Goblin_Spear_blue,3,The most commonly encountered Vubbe.,4,mon_goblin_spear_blue,23,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 19, ""Quantity_MIN"": 18}, {""Chance"": 0.55, ""Item"": 101120, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Blue Vubbe Thief,0,5,1,11,16,5,5,16,0
11125,Goblin_Miners,3,It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system.,1,mon_goblin_miners,16,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 19, ""Quantity_MIN"": 18}, {""Chance"": 8.0, ""Item"": 645129, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 581123, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.0, ""Item"": 202110, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.82, ""Item"": 101119, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.82, ""Item"": 161119, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 521103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 640263, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 102118, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680014, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685014, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643642, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1051, ""Population"": 44, ""TimeRespawn"": 0.0}]",Vubbe Miner,0,5,1,8,12,4,4,12,0
11126,Goblin_Miners_Red,3,It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system. Some speculate that larger Vubbe are mining as penance for a sin they have committed. Their reddish color is said to be from eating mutated plants after Medzio Diena.,2,mon_goblin_miners_red,1,"[{""Chance"": 33.33, ""Item"": -1, ""Quantity_MAX"": 13, ""Quantity_MIN"": 12}, {""Chance"": 0.0, ""Item"": -1, ""Quantity_MAX"": 660, ""Quantity_MIN"": 600}]",,Red Vubbe Miner,0,2,1,2,3,1,1,3,0
11127,Goblin_Miners_Blue,3,It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system.,4,mon_goblin_miners_blue,20,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 19, ""Quantity_MIN"": 18}, {""Chance"": 1.15, ""Item"": 221102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 30083, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Blue Vubbe Miner,0,5,1,10,15,5,5,15,0
11128,Goblin_Miners_Big,3,It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system. Some speculate that larger Vubbe are mining as penance for a sin they have committed. ,6,mon_goblin_miners,1,,,Large Vubbe Miner,0,2,0,2,3,1,1,3,0
11160,Goblin_Archer,3,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,1,mon_goblin_archer,21,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 15, ""Quantity_MIN"": 14}, {""Chance"": 8.0, ""Item"": 645129, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 7.5, ""Item"": 645222, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 161120, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.25, ""Item"": 601110, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.0, ""Item"": 628010, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 521124, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 640263, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 162116, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680019, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685019, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643663, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1061, ""Population"": 25, ""TimeRespawn"": 0.0}]",Vubbe Archer,0,5,1,10,15,5,5,15,0
11162,Goblin_Archer_red,3,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,2,mon_goblin_archer_red,150,,,Red Vubbe archer,0,5,1,62,93,31,31,93,0
11260,EyesOfRagas,5,Monster,6,icon_item_nothing,1,,,Fine Observation,,2,0,2,2,2,2,2,0
11270,EyesOfSiknos,5,Monster,6,icon_item_nothing,1,,,Eye,,2,0,2,2,2,2,2,0
11280,Prison_Guard,5,Monster,6,icon_item_nothing,1,,,Prison Guard,,2,0,2,2,2,2,2,0
11281,mon_paladin_follower1_1,5,Monster,6,icon_item_nothing,1,,"[{""Map"": 2083, ""Population"": 1, ""TimeRespawn"": 60.0}]",Paladin Follower A1,,2,1,2,2,2,2,2,0
11284,mon_intermediate_officer_men2,5,Monster,6,icon_item_nothing,1,,,Knight Aras,,2,1,2,2,2,2,2,0
11310,Mirtis,5,The subordinate of Demon Lord Mirtis in charge of reconnaissance operations. Some believe him to be an alter ego.,6,icon_item_nothing,1,,,Eye of Mirtis,,2,0,2,2,2,2,2,0
11311,Mirtis_Elite,5,The subordinate of Demon Lord Mirtis in charge of reconnaissance operations. Some believe him to be an alter ego.,6,icon_item_nothing,1,,,Eye of Great Mirtis,,2,0,2,2,2,2,2,0
12000,Landmine,5,Monster,6,icon_item_nothing,1,,,Explosion Mine,,2,0,2,2,2,2,2,0
12001,Poisonmine,5,Monster,6,icon_item_nothing,1,,,Toxic Mine,,2,0,2,2,2,2,2,0
12002,Claymore,5,Monster,6,icon_item_nothing,1,,,Antipersonnel Mines,,2,0,2,2,2,2,2,0
12015,Infernalmine,5,Monster,6,icon_item_nothing,1,,,Hell Mine,,2,0,2,2,2,2,2,0
12051,Warrior_M,5,Monster,6,icon_item_nothing,1,,,Villager,,2,0,2,2,2,2,2,0
12061,Statue_angel,5,Monster,6,icon_item_nothing,16,,,Baby Angel Statue,,2,0,8,8,8,8,8,0
12062,Hall_stone,5,Monster,6,icon_item_nothing,17,,,Hall Statue,,2,0,8,8,8,8,8,0
12063,Priest,5,Monster,6,icon_item_nothing,1,,,QUEST_LV_0200_20150317_000889,,2,0,2,2,2,2,2,0
12082,hidden_monster,5,Monster,6,icon_item_nothing,1,,"[{""Map"": 528, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 529, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 530, ""Population"": 2, ""TimeRespawn"": 60.0}]",Transparent Object,,2,5,2,2,2,2,2,0
12083,hidden_monster2,5,Monster,2,icon_item_nothing,1,,,Fire Ball,,2,0,2,2,2,2,2,0
12084,hidden_monster3,5,Monster,6,icon_item_nothing,1,,,Collar Bomb,,2,0,2,2,2,2,2,0
12085,hidden_monster4,5,Monster,6,icon_item_nothing,1,,"[{""Map"": 11213, ""Population"": 1, ""TimeRespawn"": 60.0}]",Transparent Object,,2,5,2,2,2,2,2,0
12086,hidden_monster5,5,Monster,6,icon_item_nothing,1,,,Gravity Sphere,,2,5,2,2,2,2,2,0
15000,Ghost_Soldier,5,Monster,6,icon_item_nothing,1,"[{""Chance"": 25.0, ""Item"": -1, ""Quantity_MAX"": 12, ""Quantity_MIN"": 10}]","[{""Map"": 1551, ""Population"": 6, ""TimeRespawn"": 60.0}, {""Map"": 530, ""Population"": 2, ""TimeRespawn"": 60.0}]",Ghost Soldier,,2,0,2,2,2,2,2,0
20000,MonsterSpawner,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20001,GroupSpawner1,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20002,GroupSpawner2,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20003,GroupSpawner3,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20004,GroupSpawner4,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20005,GroupSpawner5,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
40056,Skrik,5,Monster,6,icon_item_nothing,1,,,Modification,,3,0,2,2,2,2,2,0
40063,Anvil,3,,6,,1,,,Anvil,3,3,0,1,1,1,1,1,0
40067,HitMe,3,,6,,1,,,Hit Me,0,3,0,2,3,1,1,3,0
40142,mandragora,1,,6,,1,,,Mandragora,5,3,0,3,1,1,1,3,0
40200,MCy_Turret,3,,6,,1,,,Casemate,0,3,0,2,3,1,1,3,0
40201,MCy_Guard_fence,3,,6,,1,,,Thicket of Butterfly,0,3,0,2,3,1,1,3,0
40202,MCy_Soldier,3,,6,,1,,,Security Guard,0,6,0,2,3,1,1,3,0
40203,MCy_Golem,3,,6,,1,,,Golem,0,3,0,2,3,1,1,3,0
40204,MCy_Zombieboss,3,,6,,1,,,Ellaganos,0,3,3,2,3,1,1,3,0
40206,MCy_Siege,3,,6,,1,,,Siege Supporting Arms,0,3,0,2,3,1,1,3,0
40207,raid_Guard_fence,3,,6,,1,,,Thicket of Butterfly,0,3,0,2,3,1,1,3,0
41183,boss_obb,5,Monster,6,icon_item_nothing,1,,,boss_obb,,3,0,2,2,2,2,2,0
41196,Long_Arm,3,A shrub monster that attacks by either firing its twigs or striking with its branches.,1,mon_long_arm,100,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 76, ""Quantity_MIN"": 73}, {""Chance"": 10.0, ""Item"": 645427, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 33.3, ""Item"": 649200, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 25.0, ""Item"": 640028, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.33, ""Item"": 252101, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680171, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685171, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.0, ""Item"": 34023, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1431, ""Population"": 40, ""TimeRespawn"": 0.0}]",Long-Branched Tree,5,5,1,63,31,31,31,52,0
41197,tombstone_turtle,4,This monster belongs to the group of the Infro Rocktor.,6,mon_tombstone_turtle,173,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 58, ""Quantity_MIN"": 56}, {""Chance"": 10.0, ""Item"": 645208, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 201133, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 501149, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680330, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685330, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2511, ""Population"": 60, ""TimeRespawn"": 0.0}]",Rocktor,4,5,0,115,53,53,62,71,0
41198,dog_of_king,4,According to legend this watchdog is a creation that Zachariel the Great had planned to preserve.,1,mon_dog_of_king,90,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 86, ""Quantity_MIN"": 82}, {""Chance"": 11.11, ""Item"": 645209, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.01, ""Item"": 31020, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.29, ""Item"": 640263, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.61, ""Item"": 121108, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680149, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685149, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1361, ""Population"": 35, ""TimeRespawn"": 0.0}]",Venucelos,1,5,1,28,19,66,57,19,0
